trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,False,"{'a': 0.1999999999999997, 'e': 0.03271243493901982}",20,4,27.171974244040882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.1999999999999997, 'e': 0.032064685327860776}",30,21,15.968595543474104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.1999999999999997, 'e': 0.03142976201836772}",25,7,37.798710036768476,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.1999999999999997, 'e': 0.030807411032751083}",25,18,17.09098114626364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1999999999999997, 'e': 0.030197383422318508}",20,7,12.255250778612128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.1999999999999997, 'e': 0.029599435167892006}",35,22,16.53590357755184,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.1999999999999997, 'e': 0.02901332708219706}",20,16,5.8996288062456905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.1999999999999997, 'e': 0.02843882471418451}",25,17,15.319606919386262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.1999999999999997, 'e': 0.027875698255247022}",25,12,22.672031068992624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.1999999999999997, 'e': 0.027323722447292562}",25,18,13.551153167821617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.1999999999999997, 'e': 0.02678267649263818}",20,12,16.490691126297925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.1999999999999997, 'e': 0.026252343965687965}",25,0,39.88395572863241,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.1999999999999997, 'e': 0.025732512726359947}",35,6,44.477647845752195,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1999999999999997, 'e': 0.025222974835227216}",35,17,20.42078228088983,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.1999999999999997, 'e': 0.02472352647033939}",30,16,1.7461132279062774,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.1999999999999997, 'e': 0.024233967845691116}",20,11,14.581934579178661,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.1999999999999997, 'e': 0.023754103131305}",30,8,33.94630818375297,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1999999999999997, 'e': 0.023283740374897003}",20,8,21.791983794748436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.1999999999999997, 'e': 0.022822691425092974}",20,12,10.893401006599817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1999999999999997, 'e': 0.022370771856165594}",30,16,25.008101315600538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.1999999999999997, 'e': 0.021927800894261613}",20,13,15.000503881045887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1999999999999997, 'e': 0.021493601345089926}",20,0,31.745073945543766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.1999999999999997, 'e': 0.021067999523041437}",30,7,21.29767659449974,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.1999999999999997, 'e': 0.02065082518171257}",25,15,18.723096718762807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.1999999999999997, 'e': 0.020241911445804395}",20,4,26.36964545639686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.1999999999999997, 'e': 0.01984109474437029}",20,7,21.13845341036565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.1999999999999997, 'e': 0.019448214745385394}",20,14,11.41424271271234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.1999999999999997, 'e': 0.01906311429161164}",20,2,31.352677292656747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.1999999999999997, 'e': 0.018685639337732776}",25,14,20.44183723493788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.1999999999999997, 'e': 0.018315638888734186}",30,3,42.98680611982566,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.1999999999999997, 'e': 0.017952964939502852}",20,3,31.38368815157662,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.1999999999999997, 'e': 0.017597472415623396}",30,10,-5.8138350104506085,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
